1.147118511262949596e+02,1.222898622199907663e+02,1.223192205151894285e+02,4.294656685729616008e+00,4.265290888994003993e+00,4.265290888994003993e+00,4.253811746284368311e+00,4.253811746284368311e+00,4.253811746284368311e+00,4.249406393290290573e+00,4.249406393290290573e+00,1.484281505855353345e+00,1.484281505855353345e+00,1.484281505855353345e+00,1.484281505855353345e+00,1.484281505855353345e+00,1.484281505855353345e+00,1.484281505855353345e+00,1.468454703581531628e+00,1.468454703581531628e+00,1.468454703581531628e+00,1.468454703581531628e+00,1.468331582617216746e+00,1.468331582617216746e+00,1.468331582617216746e+00,1.468331582617216746e+00,1.468331582617216746e+00,1.468331582617216746e+00,1.466775565927384006e+00,1.159377239595760667e+00,1.159377239595760667e+00,1.157989818479161048e+00,1.157989818479161048e+00,1.157989818479161048e+00,1.157989818479161048e+00,1.157989818479161048e+00,1.157989818479161048e+00,1.157989818479161048e+00,1.150202794879001233e+00,1.150202794879001233e+00,1.150202794879001233e+00,1.150202794879001233e+00,1.150202794879001233e+00,1.143483152036037787e+00,1.143483152036037787e+00,1.136883070113317684e+00,1.136883070113317684e+00,1.136883070113317684e+00,1.136883070113317684e+00,1.136883070113317684e+00,1.132049890110232715e+00
1.345192453943816702e+00,1.465361422615361562e+02,1.444469469410744011e+02,1.146227566073740149e+02,1.146227566073740149e+02,1.146227566073740149e+02,1.070497802644363503e+02,1.045986455003744879e+02,1.045986455003744879e+02,1.045986455003744879e+02,5.383025696628285228e-01,5.383025696628285228e-01,3.811675303600123499e+01,3.811675303600123499e+01,5.378217957947791783e-01,5.378217957947791783e-01,5.378217957947791783e-01,5.378217957947791783e-01,5.374893879648098283e-01,5.373576290139308043e-01,4.999688267391955709e-01,4.000850956884758891e-01,4.000388022272325927e-01,4.000388022272325927e-01,4.000388022272325927e-01,3.996223274087807309e-01,3.996223274087807309e-01,3.996223274087807309e-01,3.996223274087807309e-01,3.996223274087807309e-01,3.996223274087807309e-01,3.840696716454073956e-01,3.840696716454073956e-01,3.707909193273920545e-01,3.707909193273920545e-01,3.707909193273920545e-01,3.707909193273920545e-01,3.707909193273920545e-01,3.707909193273920545e-01,3.707909193273920545e-01,3.707909193273920545e-01,3.707909193273920545e-01,3.707909193273920545e-01,3.707909193273920545e-01,3.700746736428193739e-01,3.700746736428193739e-01,3.182566382131888361e-01,3.175583980789285499e-01,3.175583980789285499e-01,3.175583980789285499e-01,3.175583980789285499e-01
2.164005430880344694e+00,2.164005430880344694e+00,2.164005430880344694e+00,1.624504495551895467e+00,1.291706169502745860e+00,1.291706169502745860e+00,9.119443486244733776e-01,9.119016738130675259e-01,9.119016738130675259e-01,9.119016738130675259e-01,9.119016738130675259e-01,9.119016738130675259e-01,4.436725625979304199e-01,4.436725625979304199e-01,4.436725625979304199e-01,4.436725625979304199e-01,4.436725625979304199e-01,4.436609708180108691e-01,4.419867488412080880e-01,4.085636949694763098e-01,4.085636949694763098e-01,4.085636949694763098e-01,4.076240388142331472e-01,4.076240388142331472e-01,4.076240388142331472e-01,4.068695484441475774e-01,4.068695484441475774e-01,4.068695484441475774e-01,4.068695484441475774e-01,4.068695484441475774e-01,4.068695484441475774e-01,4.068695484441475774e-01,4.058458303983971116e-01,4.058458303983971116e-01,4.058458303983971116e-01,4.058458303983971116e-01,4.058458303983971116e-01,4.035648326538593400e-01,4.010188136131709324e-01,4.010188136131709324e-01,4.010188136131709324e-01,3.988124685596166064e-01,3.988124685596166064e-01,3.988124685596166064e-01,3.988124685596166064e-01,3.988124685596166064e-01,3.988124685596166064e-01,3.988124685596166064e-01,3.988124685596166064e-01,3.711482301225997316e-01,3.711482301225997316e-01
1.345192453943816702e+00,1.233721930522705534e+01,2.882655368295721665e+00,4.539606164601986293e+00,3.542101534491395309e+00,3.746513090501057075e+00,3.741039024255226497e+00,2.396308974962215732e+00,2.400614092940200006e+00,2.400614092940200006e+00,1.345192453943816702e+00,1.652296390009817317e+00,1.652296390009817317e+00,1.961696950489364211e+00,1.700926225817833926e+00,1.700926225817833926e+00,1.627372468910979642e+00,5.540554500458599874e-01,5.540554500458599874e-01,7.539770234310868569e-01,7.539770234310868569e-01,5.538033801272503887e-01,5.538033801272503887e-01,5.538033801272503887e-01,5.538033801272503887e-01,5.538033801272503887e-01,5.538033801272503887e-01,5.538033801272503887e-01,5.538033801272503887e-01,5.538033801272503887e-01,4.291730041119826145e-01,4.278887645334326084e-01,4.257303435335875186e-01,4.257303435335875186e-01,4.257303435335875186e-01,4.257303435335875186e-01,4.257303435335875186e-01,4.257303435335875186e-01,4.257303435335875186e-01,4.257303435335875186e-01,4.257303435335875186e-01,4.257303435335875186e-01,4.241783327279630145e-01,3.990064599184146021e-01,3.990064599184146021e-01,3.990064599184146021e-01,3.990064599184146021e-01,3.990064599184146021e-01,3.975088300775894701e-01,3.975088300775894701e-01,3.975088300775894701e-01
1.412455091052804868e+00,2.164005430880344694e+00,1.412455091052804868e+00,1.170441487266210778e+00,1.022527024038744070e+00,3.934357467003829489e-01,2.751470089787993456e-01,2.751470089787993456e-01,2.676849878490182300e-01,2.158892983554765166e-01,2.158892983554765166e-01,2.048356308457986996e-01,2.048356308457986996e-01,2.048356308457986996e-01,2.048356308457986996e-01,1.993933890570566136e-01,1.993933890570566136e-01,1.993455519388792063e-01,1.992129744790412660e-01,1.992129744790412660e-01,1.966930814541350547e-01,1.842086157911642652e-01,1.842086157911642652e-01,1.965689926597994630e-01,1.965689926597994630e-01,1.944577748955285679e-01,1.944577748955285679e-01,1.803048035052433606e-01,1.803048035052433606e-01,1.803048035052433606e-01,1.803048035052433606e-01,1.484672394870194256e-01,1.484672394870194256e-01,1.484672394870194256e-01,1.484672394870194256e-01,1.484672394870194256e-01,1.484672394870194256e-01,1.484672394870194256e-01,1.484672394870194256e-01,1.445720827641047146e-01,1.445720827641047146e-01,1.442529539052311849e-01,1.442529539052311849e-01,1.442529539052311849e-01,1.441017482664953553e-01,1.441017482664953553e-01,1.441017482664953553e-01,1.441017482664953553e-01,1.440465133768748518e-01,1.440465133768748518e-01,1.433159993141024935e-01
1.345192453943816702e+00,3.027828608050843862e+00,1.321461099278800067e+00,6.837083183861063507e-01,6.837083183861063507e-01,4.724176331258999606e-01,3.760319972137729505e-01,1.306027918196540627e-01,6.455082432924570679e-02,6.455082432924570679e-02,6.455082432924570679e-02,5.886123930706298885e-02,5.886123930706298885e-02,5.886123930706298885e-02,5.886123930706298885e-02,5.834530079158978949e-02,5.783058953944578834e-02,5.783058953944578834e-02,5.783058953944578834e-02,5.783058953944578834e-02,4.677877149592856582e-02,4.677877149592856582e-02,4.585097651714140771e-02,4.585097651714140771e-02,4.581795732647574865e-02,4.581795732647574865e-02,4.563550432369537641e-02,4.563550432369537641e-02,4.563550432369537641e-02,4.554372089547931157e-02,4.554372089547931157e-02,4.384871819599346632e-02,4.384871819599346632e-02,4.384871819599346632e-02,4.384871819599346632e-02,4.384871819599346632e-02,4.382661486873470902e-02,4.380987541375770677e-02,4.380987541375770677e-02,4.380987541375770677e-02,4.380987541375770677e-02,4.380987541375770677e-02,4.374942280157107649e-02,4.374942280157107649e-02,4.374942280157107649e-02,4.374942280157107649e-02,4.374942280157107649e-02,4.374785969165802951e-02,4.374785607452888470e-02,4.374785607452888470e-02,4.374785607452888470e-02
9.488535557841949464e-01,4.892939322667274382e+00,4.089208488984030332e+00,9.488535557841949464e-01,9.488535557841949464e-01,8.370004250400513435e-01,2.327236637854455670e-01,2.327236637854455670e-01,2.327236637854455670e-01,2.323094689695566484e-01,2.239021111860131363e-01,1.641893686973085742e-01,2.146735580575438174e-01,2.146735580575438174e-01,2.143253543835519359e-01,1.438755399250183920e-01,1.438755399250183920e-01,1.437345667234762037e-01,1.437345667234762037e-01,1.371949799455246255e-01,1.371949799455246255e-01,1.371949799455246255e-01,1.371949799455246255e-01,9.568103207641047436e-02,9.568103207641047436e-02,9.568103207641047436e-02,9.568103207641047436e-02,9.568103207641047436e-02,9.557336192178601808e-02,9.557336192178601808e-02,9.557336192178601808e-02,9.557336192178601808e-02,9.533065350987074416e-02,9.557336192178601808e-02,9.533065350987074416e-02,9.533065350987074416e-02,9.533065350987074416e-02,7.991979540757417066e-02,7.978335462789469534e-02,7.779552677563661423e-02,7.779552677563661423e-02,7.771416665532718260e-02,7.771416665532718260e-02,7.760007553076976594e-02,7.760007553076976594e-02,7.760007553076976594e-02,7.760007553076976594e-02,7.760007553076976594e-02,7.754059872029658851e-02,7.754059872029658851e-02,7.634674171631337936e-02
4.285215883487208943e-01,5.413897481700722381e-01,4.484009055105474539e-01,4.484009055105474539e-01,4.484009055105474539e-01,1.086892687862254792e-01,1.086892687862254792e-01,1.086892687862254792e-01,9.877960556058071329e-02,9.877960556058071329e-02,9.877960556058071329e-02,9.868131315714454010e-02,9.868131315714454010e-02,9.868131315714454010e-02,9.868131315714454010e-02,9.868131315714454010e-02,9.619855409527436341e-02,9.619855409527436341e-02,9.610574062426020803e-02,9.583665312255215674e-02,9.128869689241582430e-02,9.140814430380406197e-02,9.125727269622253834e-02,9.125727269622253834e-02,9.125727269622253834e-02,9.110367551387636709e-02,9.081518733844634594e-02,9.081518733844634594e-02,9.081518733844634594e-02,9.081518733844634594e-02,9.076255703267675778e-02,9.076255703267675778e-02,9.047516287464964224e-02,9.008341505626524248e-02,9.006336349513099915e-02,9.006336349513099915e-02,9.006336349513099915e-02,8.839861117985320371e-02,7.543791253849230216e-02,7.542668732863015701e-02,7.542668732863015701e-02,7.541756666016977140e-02,5.567445333822763215e-02,5.567445333822763215e-02,5.567445333822763215e-02,5.567445333822763215e-02,5.567445333822763215e-02,5.567445333822763215e-02,5.512691823873816510e-02,5.297853210277328473e-02,4.553747258413471527e-02
9.488535557841949464e-01,3.180201572237513652e+00,7.887780444813722314e-01,5.346708890147966464e-01,5.346708890147966464e-01,5.343654573945496589e-01,5.337111648557604227e-01,5.337111648557604227e-01,5.321363711884823378e-01,3.575205201868904559e-01,3.575205201868904559e-01,3.575205201868904559e-01,3.575205201868904559e-01,2.334407839710425370e-01,2.334407839710425370e-01,2.300571772087586786e-01,2.308045655032237020e-01,2.241045341317082495e-01,2.241045341317082495e-01,2.241045341317082495e-01,2.236329324163364163e-01,1.934652539654403147e-01,1.399297752108931425e-01,1.670616949154049291e-01,1.399297752108931425e-01,1.380261750393177445e-01,1.357603597995407363e-01,1.357603597995407363e-01,1.357603597995407363e-01,1.357603597995407363e-01,1.357603597995407363e-01,1.352190980861829317e-01,8.322340285182329433e-02,8.322340285182329433e-02,7.024914081045240122e-02,7.014530049058911865e-02,7.014530049058911865e-02,7.014530049058911865e-02,7.014530049058911865e-02,7.013970016172221822e-02,6.999063397726582036e-02,5.786962503166251381e-02,5.786962503166251381e-02,5.786962503166251381e-02,5.786962503166251381e-02,5.744959754287675552e-02,5.670030564065896977e-02,4.682857210715042628e-02,4.682857210715042628e-02,4.662889691435221501e-02,4.662889691435221501e-02
4.285215883487208943e-01,1.228620967450228640e+00,8.961250684234497443e-01,4.011182239850624720e-01,1.529290819751827901e-01,1.126385856149788867e-01,1.490941685625735980e-01,8.982413194058652683e-02,5.136736441820613508e-02,9.912700866080066675e-02,9.499254253052422103e-02,9.835838720122029588e-02,9.835838720122029588e-02,5.102601328790880991e-02,5.102601328790880991e-02,7.691119581617979206e-02,7.495608425072627923e-02,7.691119581617979206e-02,8.124840145500887567e-02,8.122854676717211619e-02,5.050662247725520165e-02,5.050662247725520165e-02,5.050662247725520165e-02,5.050662247725520165e-02,5.050662247725520165e-02,5.055718602678108825e-02,5.055718602678108825e-02,4.709758928626781027e-02,4.709758928626781027e-02,4.709758928626781027e-02,4.695283750006441770e-02,4.592087510011455542e-02,4.592087510011455542e-02,4.474616068950597325e-02,4.474616068950597325e-02,4.471571266931897992e-02,4.145757803279706555e-02,4.471571266931897992e-02,4.145757803279706555e-02,4.102089208445403035e-02,4.096603972260206422e-02,4.096603972260206422e-02,4.079814023268687334e-02,3.958962576595151384e-02,3.961644208973189724e-02,3.956434818540752185e-02,3.956434818540752185e-02,3.941397641028727278e-02,3.937157229096657080e-02,3.937138994070756015e-02,3.925238753314360535e-02
