1.838607480019218679e-05 -9.635820061355968846e+01 2.209829347855222892e+01 4.770802361622529242e-01 4.139743496729627464e-02 8.903777846998223167e-01 4.091881568305982597e+00 2.524731409246219922e-03 1.108474089416210085e-04 6.112859367208561823e-01 1.442057723599210993e-03 1.063879666297536497e+00 4.017855111419183639e-03 1.743744259529611974e-03
1.838607480019218679e-05 -9.635820061355968846e+01 2.369468532471956479e+01 4.493168305106273186e-01 4.351480436460553047e-02 7.085870530281850321e-01 4.095599567267394825e+00 3.109676559745689055e-03 1.108474089416210085e-04 6.112472936513920763e-01 1.442057723599210993e-03 1.064437850165127708e+00 4.016127958589894506e-03 1.626223543109587243e-03
1.091457719611045092e-05 -7.990406578249489655e+01 4.172079441379443310e+00 2.485391613052814197e-01 5.688332468490316790e-02 7.321523504409832572e-01 7.749127529646036017e+00 2.843830804734608260e-03 5.369219751537832345e-04 5.147732905755335320e-02 2.678155760462421972e-04 1.465086869527300051e-01 1.190305373199240097e-02 6.946905870476481008e-04
1.838607480019218679e-05 -9.635820061355968846e+01 2.209829347855222892e+01 4.770802361622529242e-01 4.139743496729627464e-02 8.903777846998223167e-01 4.091881568305982597e+00 2.524731409246219922e-03 1.108474089416210085e-04 6.112859367208561823e-01 1.442057723599210993e-03 1.063879666297536497e+00 4.017855111419183639e-03 1.743744259529611974e-03
1.832871619607783411e-05 -9.635820061355968846e+01 2.356974344966306489e+01 4.492866278170319916e-01 4.139743496729627464e-02 8.762331314772632274e-01 4.093999296778535246e+00 2.519090430740897682e-03 1.108474089416210085e-04 6.095916427147795025e-01 1.442057723599210993e-03 1.063879666297536497e+00 4.017855111419183639e-03 1.746208051713187296e-03
1.838607480019218679e-05 -9.028766065216065329e+01 1.222433074699873856e+01 4.770802361622529242e-01 4.139743496729627464e-02 8.903777846998223167e-01 4.091881568305982597e+00 2.524731409246219922e-03 1.110917977260514458e-04 6.112859367208561823e-01 1.947754634596859328e-03 3.782912272147763155e-01 4.013428382121750349e-03 1.743744259529611974e-03
1.852371881694046815e-05 -9.635820061355968846e+01 2.359525148517391102e+01 4.421879639430063569e-01 4.357967877128518519e-02 7.085788438614939455e-01 4.095599567267394825e+00 3.109676559745689055e-03 1.108474089416210085e-04 6.112472936513920763e-01 1.442057723599210993e-03 1.064437850165127708e+00 3.996567182756802228e-03 1.626223543109587243e-03
1.838471669796555428e-05 -8.974748448720266936e+01 1.220369045692001286e+01 1.489227648976720608e-01 4.747877434425151061e-02 9.008441588745284001e-01 4.945458174569184351e+00 3.115128135797488700e-03 4.093270675820412201e-04 1.150123680289366207e-01 2.623560294230886875e-04 2.145353982263724202e+00 1.939056044215579228e-02 1.126944275892755422e-03
1.838607480019218679e-05 -9.635820061355968846e+01 2.369468532471956479e+01 4.493244656954804572e-01 4.351770896331303567e-02 7.085870530281850321e-01 4.095599567267394825e+00 3.109676559745689055e-03 1.108474089416210085e-04 6.112472936513920763e-01 1.442057723599210993e-03 1.064455966363416994e+00 4.005991565228382741e-03 1.626203776903643525e-03
1.838607480019218679e-05 -9.635820061355968846e+01 2.369813946517020042e+01 4.493247338208422592e-01 4.351455861083733390e-02 7.085788290143976154e-01 4.095599567267394825e+00 3.109676559745689055e-03 1.108474089416210085e-04 6.082124744197552335e-01 1.442057723599210993e-03 1.063879666297536497e+00 4.016127958589894506e-03 1.626223543109587243e-03
