7.120616933859666837e-06 -1.444240207773652003e+02 2.303419472102586241e+01 4.561138681526273886e-01 5.011521376863464772e-02 2.911240036382816143e+00 2.190448500491899153e-01 9.559492326237621282e-03 1.146857041578241325e-03 6.010018416137306863e-02 5.479708704702311063e-04 4.492247329695640445e+00 7.905850353081762469e-03
7.120456108418522658e-06 -1.354672766109964641e+02 2.944963084804372500e+01 7.196668374490786668e-01 5.473979511485422417e-02 3.065617524019417228e+00 1.796025482808188523e+00 1.376322364006153697e-03 1.181439489922307830e-04 8.379740379302004494e-02 2.915994928443321017e-04 3.472900024285438647e+00 1.514478001521781143e-02
6.517721505636847498e-06 -1.280135880515490783e+02 2.079747474575164645e+01 6.184325631680139823e-01 5.456006016269768916e-02 2.812509707695417749e+00 1.160921987627440144e-01 9.849277650868331485e-03 6.351515120620069774e-04 9.231840886853910633e-02 5.479708861081445965e-04 5.012188061466995137e+00 1.986945385822929191e-02
3.949581456497146422e-05 -6.009867689506988597e+01 1.627003123977641508e+01 8.643754179828100348e-01 4.078218003194025720e-02 4.948958625250170051e+00 2.909507544939947898e+00 3.411228869516498390e-03 3.120671489978471742e-04 1.760285406700546229e+00 2.991641283888081624e-03 2.076015458804361558e+00 2.288507030001885045e-02
6.595161185557336090e-05 -6.996013223879437248e+01 1.992303129009374274e+01 2.471428660221413054e+00 2.698360719973963776e-02 7.470032392466809945e-01 1.751940936046565644e+00 4.166037462808604847e-03 1.180084843807223529e-04 6.962511883424585823e-01 5.981439481396301581e-04 3.094192111281710122e+00 2.546110932276790875e-02
6.595161185557336090e-05 -6.996013223879437248e+01 1.992303129009374274e+01 2.471428660221413054e+00 2.698360719973963776e-02 7.470032392466809945e-01 1.751940936046565644e+00 4.166037462808604847e-03 1.180084843807223529e-04 6.962511883424585823e-01 5.981439481396301581e-04 3.094192111281710122e+00 2.546110932276790875e-02
6.965421931746974939e-06 -1.298429666938292257e+02 1.743889543105651185e+01 6.088997280734084194e-01 5.456006016269768916e-02 2.812509707695417749e+00 1.160921987627440144e-01 4.310882578148404407e-03 6.351515120620069774e-04 9.246020521124903579e-02 5.479484081155082181e-04 5.012188061466995137e+00 2.041342377040689451e-02
6.501523184197819207e-06 -1.280135880515490783e+02 2.075223448134717330e+01 6.177367696817411824e-01 5.456006016269768916e-02 2.812509707695417749e+00 1.160921987627440144e-01 9.849277650868331485e-03 6.351515120620069774e-04 9.231840886853910633e-02 5.479708704702311063e-04 5.012188061466995137e+00 1.986945385822929191e-02
6.970876525994180261e-06 -1.439831941565871318e+02 2.965282327549427066e+01 1.558009148073641881e-01 5.454170827334259980e-02 9.235712904313201355e-01 1.702156979002838799e+00 1.255578247240684338e-03 1.244280505812453506e-04 9.230743465090723854e-02 2.976023378098218374e-04 4.181430752826944541e-01 1.128772486765605883e-02
6.965421931746974939e-06 -1.298429666938292257e+02 1.743889543105651185e+01 6.088997280734084194e-01 5.456006016269768916e-02 2.812509707695417749e+00 1.160921987627440144e-01 4.310882578148404407e-03 6.351515120620069774e-04 9.246020521124903579e-02 5.479484081155082181e-04 5.012188061466995137e+00 2.041342377040689451e-02
6.962244116399293410e-06 -1.299056352546965627e+02 2.953249827010279915e+01 7.059059532150894212e-01 5.473979511485422417e-02 9.235382386156870682e-01 1.802751173961377074e+00 1.376322364006153697e-03 1.181439489922307830e-04 8.379430110185215330e-02 2.983839428141690136e-04 3.473211534643012577e+00 2.054235782832451035e-02
6.980574281482334345e-06 -1.439831941565871318e+02 2.965092283586105637e+01 1.190065360887746504e-01 5.454170827334259980e-02 9.235712904313201355e-01 1.702156979002838799e+00 1.255578247240684338e-03 1.244280505812453506e-04 9.226614440263880557e-02 2.976023378098218374e-04 4.181430752826944541e-01 1.128772486765605883e-02
6.517721505636847498e-06 -1.280135880515490783e+02 2.079747474575164645e+01 6.184325631680139823e-01 5.456006016269768916e-02 2.812509707695417749e+00 1.160921987627440144e-01 9.849277650868331485e-03 6.351515120620069774e-04 9.231840886853910633e-02 5.479708861081445965e-04 5.012188061466995137e+00 1.986945385822929191e-02
4.084712477871186225e-05 -6.009867689506988597e+01 1.627003123977641508e+01 8.643754179828100348e-01 3.993096264848217114e-02 4.858271647283175732e+00 2.899365942497228232e+00 3.402337788925399471e-03 3.120671489978471742e-04 1.760285406700546229e+00 3.330126267619662635e-03 2.076031355453261007e+00 2.271101163705508200e-02
6.962244116399293410e-06 -1.299056352546965627e+02 2.953249827010279915e+01 7.057029599644603080e-01 5.473979511485422417e-02 9.235583200397573522e-01 1.802751173961377074e+00 1.376322364006153697e-03 1.181439489922307830e-04 8.379722506060263698e-02 2.983839428141690136e-04 3.473211534643012577e+00 2.054235782832451035e-02
6.961763914438784409e-06 -1.435750061173611982e+02 2.950333842436661413e+01 1.053996178200780065e-01 5.475273396196463083e-02 9.152366269196270387e-01 1.800989683378152462e+00 1.379363530477959723e-03 1.183544059635804186e-04 9.791736827429031731e-02 3.125041552072692526e-04 5.502360466828239982e-01 1.128937668076773586e-02
7.067914022519497969e-06 -1.298464640578711169e+02 2.939994235047120341e+01 5.957499441797476925e-01 6.048257333151692283e-02 2.977239171098736481e+00 1.463416254391598503e-01 1.193223842740241073e-03 1.177039702180942139e-04 5.143993457384348628e-02 2.916318654122521006e-04 3.421438303988373786e+00 2.273347221564349374e-02
6.961763914438784409e-06 -1.435750061173611982e+02 2.950334339007855178e+01 1.029156954597705148e-01 5.483594642023534999e-02 9.152366269196270387e-01 1.800989683378152462e+00 1.379363530477959723e-03 1.183544059635804186e-04 9.822493363702806957e-02 3.126114565464455249e-04 5.502360466828239982e-01 1.128937668076773586e-02
6.965421931746974939e-06 -1.298429666938292257e+02 1.743889543105651185e+01 6.088997280734084194e-01 5.456006016269768916e-02 2.812509707695417749e+00 1.160921987627440144e-01 4.310882578148404407e-03 6.351515120620069774e-04 9.246020521124903579e-02 5.479484081155082181e-04 5.012188061466995137e+00 2.041342377040689451e-02
3.949581456497146422e-05 -6.009867689506988597e+01 1.627003123977641508e+01 8.643754179828100348e-01 4.078218003194025720e-02 4.948958625250170051e+00 2.909507544939947898e+00 3.411228869516498390e-03 3.120671489978471742e-04 1.760285406700546229e+00 2.991641283888081624e-03 2.076015458804361558e+00 2.288507030001885045e-02
