-7.000000000000000000e+01,-7.000000000000000000e+01,-7.000000000000000000e+01,-7.000000000000000000e+01,-7.000000000000000000e+01,-7.000000000000000000e+01,-7.000000000000000000e+01
-7.004721832275390625e+01,-7.004721832275390625e+01,-7.004721832275390625e+01,-7.004721832275390625e+01,-7.004721832275390625e+01,-7.004721832275390625e+01,-7.004721832275390625e+01
-7.007991027832031250e+01,-7.007991027832031250e+01,-7.007991027832031250e+01,-7.007991027832031250e+01,-7.007991027832031250e+01,-7.007991027832031250e+01,-7.007991027832031250e+01
-7.010843658447265625e+01,-7.010843658447265625e+01,-7.010843658447265625e+01,-7.010843658447265625e+01,-7.010843658447265625e+01,-7.010843658447265625e+01,-7.010843658447265625e+01
-7.013391876220703125e+01,-7.013391876220703125e+01,-7.013391876220703125e+01,-7.013391876220703125e+01,-7.013391876220703125e+01,-7.013391876220703125e+01,-7.013391876220703125e+01
-7.015679168701171875e+01,-7.015679168701171875e+01,-7.015679168701171875e+01,-7.015679168701171875e+01,-7.015679168701171875e+01,-7.015679168701171875e+01,-7.015679168701171875e+01
-7.017736053466796875e+01,-7.017736053466796875e+01,-7.017736053466796875e+01,-7.017736053466796875e+01,-7.017736053466796875e+01,-7.017736053466796875e+01,-7.017736053466796875e+01
-7.019587707519531250e+01,-7.019587707519531250e+01,-7.019587707519531250e+01,-7.019587707519531250e+01,-7.019587707519531250e+01,-7.019587707519531250e+01,-7.019587707519531250e+01
-7.021255493164062500e+01,-7.021255493164062500e+01,-7.021255493164062500e+01,-7.021255493164062500e+01,-7.021255493164062500e+01,-7.021255493164062500e+01,-7.021255493164062500e+01
-7.022760772705078125e+01,-7.022760772705078125e+01,-7.022760772705078125e+01,-7.022760772705078125e+01,-7.022760772705078125e+01,-7.022760772705078125e+01,-7.022760772705078125e+01
-7.024118804931640625e+01,-7.024118804931640625e+01,-7.024118804931640625e+01,-7.024118804931640625e+01,-7.024118804931640625e+01,-7.024118804931640625e+01,-7.024118804931640625e+01
-7.025344848632812500e+01,-7.025344848632812500e+01,-7.025344848632812500e+01,-7.025344848632812500e+01,-7.025344848632812500e+01,-7.025344848632812500e+01,-7.025344848632812500e+01
-7.026453399658203125e+01,-7.026453399658203125e+01,-7.026453399658203125e+01,-7.026453399658203125e+01,-7.026453399658203125e+01,-7.026453399658203125e+01,-7.026453399658203125e+01
-7.027456665039062500e+01,-7.027456665039062500e+01,-7.027456665039062500e+01,-7.027456665039062500e+01,-7.027456665039062500e+01,-7.027456665039062500e+01,-7.027456665039062500e+01
-7.028364562988281250e+01,-7.028364562988281250e+01,-7.028364562988281250e+01,-7.028364562988281250e+01,-7.028364562988281250e+01,-7.028364562988281250e+01,-7.028364562988281250e+01
-7.029187774658203125e+01,-7.029187774658203125e+01,-7.029187774658203125e+01,-7.029187774658203125e+01,-7.029187774658203125e+01,-7.029187774658203125e+01,-7.029187774658203125e+01
-7.029933166503906250e+01,-7.029933166503906250e+01,-7.029933166503906250e+01,-7.029933166503906250e+01,-7.029933166503906250e+01,-7.029933166503906250e+01,-7.029933166503906250e+01
-7.030609893798828125e+01,-7.030609893798828125e+01,-7.030609893798828125e+01,-7.030609893798828125e+01,-7.030609893798828125e+01,-7.030609893798828125e+01,-7.030609893798828125e+01
-7.031223297119140625e+01,-7.031223297119140625e+01,-7.031223297119140625e+01,-7.031223297119140625e+01,-7.031223297119140625e+01,-7.031223297119140625e+01,-7.031223297119140625e+01
-7.031780242919921875e+01,-7.031780242919921875e+01,-7.031780242919921875e+01,-7.031780242919921875e+01,-7.031780242919921875e+01,-7.031780242919921875e+01,-7.031780242919921875e+01
-7.032286071777343750e+01,-7.032286071777343750e+01,-7.032286071777343750e+01,-7.032286071777343750e+01,-7.032286071777343750e+01,-7.032286071777343750e+01,-7.032286071777343750e+01
